log_2(size),1Threads,2Threads,4Threads,8Threads
14,1.0,1.381294964028777,1.6916299559471366,1.381294964028777
15,1.0,1.6106719367588933,2.2701949860724233,2.08974358974359
16,1.0,1.6863679694947569,2.530758226037196,2.6246290801186944
17,1.0,1.541362062331666,1.9259615384615385,2.228031145717464
18,1.0,1.6937914406268837,2.4224137931034484,3.0101767541510442
19,1.0,1.296221322537112,1.5393313448782442,1.542008562254727
20,1.0,1.25182826550964,1.3320177969730254,1.3018685977329378
